"Name";"Screen_size";"Video_conf";"Clusters_screen_gpu"
"Acer ASPIRE 7 (A717-72G)";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 5471";"14""";"External MS";"Thin (13""-14"")"
"HP ZBook 15 G6";"15""";"External Pro";"Prof. WS"
"MSI GP75 Leopard 9SD";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-37FY";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI PS42 8M";"14""";"Integrated";"Thin (13""-14"")"
"HP PAVILION 15-p200";"15""";"None";"None"
"MSI GL73 9SEK";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad 320 17 AMD";"16"">";"Integrated";"Integrated GPU (15"">)"
"Lenovo Legion Y730-15";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG GL752VW";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ZBook 15";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad 520 15";"15""";"None";"None"
"Acer Predator Helios 700 (PH717-71)";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-573G-35VR";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS VivoBook Max X541NC";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP Envy 15-cp0000 x360";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS VivoBook Max X541UA";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL LATITUDE 7490";"14""";"Integrated";"Thin (13""-14"")"
"HP 350 G2";"15""";"None";"None"
"Lenovo THINKPAD Edge E595";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL Vostro 3580";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer Aspire 3 (A315-22G)";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS F553MA";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer SWIFT 3 (SF314-52G)";"14""";"External MS";"Thin (13""-14"")"
"Lenovo THINKPAD T495";"14""";"Integrated";"Thin (13""-14"")"
"HP Envy 13-ad100";"13""";"External MS";"Thin (13""-14"")"
"DELL Latitude 5401";"14""";"External MS";"Thin (13""-14"")"
"HP Envy 15-dr0000 x360";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GE75 Raider 9SF";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ZenBook U310UA";"13""";"Integrated";"Thin (13""-14"")"
"Acer Switch 7 Black Edition SW713-51GNP";"13""";"External MS";"Thin (13""-14"")"
"HP 255 G3";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo ThinkPad T480s";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo Legion Y740-17";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-39TX";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP PAVILION 15-bc000";"15""";"External None";"None"
"ASUS ROG GL553VD";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad 510s 13";"13""";"None";"Thin (13""-14"")"
"Lenovo ThinkPad X1 Yoga (4th Gen)";"14""";"Integrated";"Thin (13""-14"")"
"HP PAVILION 15-bc200";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Inspiron 3595";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GL62M 7RDX";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GE63 8SF Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"DELL LATITUDE 3480";"14""";"None";"Thin (13""-14"")"
"HP EliteBook 840 G6";"14""";"Integrated";"Thin (13""-14"")"
"DELL Vostro 3568";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer SWIFT 5 (SF514-53T)";"14""";"Integrated";"Thin (13""-14"")"
"HP PAVILION 15-au100";"15""";"None";"None"
"Alienware 17 R5";"16"">";"External GM";"Gamer GPU (15"">)"
"Apple MacBook Pro 15 with Retina display Mid 2018";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Lenovo V110 15 AMD";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS VivoBook S15 S530FN";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL LATITUDE 7390";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ROG GL552VX";"15""";"External GM";"Gamer GPU (15"">)"
"DELL XPS 12 9250";"<12""";"Integrated";"Mini (<12"")"
"HP 17-ak000";"16"">";"None";"None"
"DELL G7 15 7590";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Latitude 5500";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP ZBook x2 G4";"14""";"External Pro";"Prof. WS"
"Acer ASPIRE F5-571G";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GL72M 7RDX";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ROG GL703";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer SPIN 7 (SP714-51)";"14""";"Integrated";"Thin (13""-14"")"
"HP PAVILION 17-ab000";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo THINKPAD T470";"14""";"Integrated";"Thin (13""-14"")"
"DELL Latitude 5491";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo ThinkPad E15";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP 470 G7";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS ROG GL552VW";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ZenBook 13 UX331FAL";"13""";"Integrated";"Thin (13""-14"")"
"Lenovo G50-45";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS X751NV";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI P65 Creator 9SF";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS R541NA";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo Yoga C740-15";"15""";"Integrated";"Integrated GPU (15"">)"
"Razer Blade Pro 17 (2019)";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo G50-80";"15""";"None";"None"
"DELL INSPIRON 5575";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP EliteBook 840 G3";"14""";"Integrated";"Thin (13""-14"")"
"KREZ N1303";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ZenBook 3 Deluxe UX3490UA";"14""";"Integrated";"Thin (13""-14"")"
"ASUS X554LA";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS X555LJ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP ProBook 430 G3";"13""";"Integrated";"Thin (13""-14"")"
"ASUS VivoBook 15 X542UN";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Lenovo ThinkPad L390 Yoga";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ZenBook 15 UX533FN";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL XPS 13 9360";"13""";"Integrated";"Thin (13""-14"")"
"HP PAVILION 15-ab100";"15""";"External GM";"Gamer GPU (15"">)"
"HP ProBook 650 G5";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GL73 8RC";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ZENBOOK UX305CA";"13""";"Integrated";"Thin (13""-14"")"
"MSI GE62 6QD Apache Pro Heroes";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ZENBOOK UX305LA";"13""";"Integrated";"Thin (13""-14"")"
"MSI GS70 2PC Stealth";"16"">";"None";"None"
"Acer Nitro 7 (AN715-51)";"15""";"External GM";"Gamer GPU (15"">)"
"Acer Extensa 2510G-38H2";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS Zenbook 13 UX331UAL";"13""";"Integrated";"Thin (13""-14"")"
"HP 14-bp100";"14""";"External MS";"Thin (13""-14"")"
"DELL Latitude 3301";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ZenBook S UX391FA";"13""";"Integrated";"Thin (13""-14"")"
"Alienware M15 R2";"15""";"External GM";"Gamer GPU (15"">)"
"HP Spectre 13-ap0000 x360";"13""";"Integrated";"Thin (13""-14"")"
"HP Spectre x360 13-aw0000";"13""";"Integrated";"Thin (13""-14"")"
"Acer Predator Triton 700 (PT715-51)";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ZenBook Flip UX360CA";"13""";"Integrated";"Thin (13""-14"")"
"ASUS K541UV";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL Vostro 5390";"13""";"External MS";"Thin (13""-14"")"
"ASUS X555LB";"15""";"None";"None"
"ASUS VivoBook S13 S330UA";"13""";"Integrated";"Thin (13""-14"")"
"DELL Vostro 3583";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-774G";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GT75 Titan 9SG";"16"">";"External GM";"Gamer GPU (15"">)"
"Apple MacBook Early 2016";"<12""";"Integrated";"Mini (<12"")"
"HP EliteBook x360 1030 G3";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ROG GL502VS";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GE75 8SG Raider";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 3552";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS K501UX";"15""";"None";"None"
"HP 340S G7";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo IdeaPad Flex 15";"15""";"None";"None"
"KREZ N1304";"13""";"Integrated";"Thin (13""-14"")"
"Razer Blade 15 Base";"15""";"External GM";"Gamer GPU (15"">)"
"HP ZBook 17 G6";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo ThinkPad T490s";"14""";"Integrated";"Thin (13""-14"")"
"DIGMA CITI E400";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo Yoga 500 15";"15""";"External None";"None"
"Acer ASPIRE V3-372";"13""";"Integrated";"Thin (13""-14"")"
"MSI GE75 Raider 9SG";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ZBook 14u G6";"14""";"External Pro";"Prof. WS"
"Lenovo Yoga S940";"14""";"Integrated";"Thin (13""-14"")"
"ASUS X751SJ";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"HP EliteBook x360 1030 G2";"13""";"Integrated";"Thin (13""-14"")"
"ASUS VivoBook A540LA";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL Precision 5540";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad 110 17 Intel";"16"">";"Integrated";"Integrated GPU (15"">)"
"ASUS ZenBook UX330UA";"13""";"Integrated";"Thin (13""-14"")"
"Lenovo Yoga 900s";"<12""";"Integrated";"Mini (<12"")"
"ASUS VivoBook 14 X405UA";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE 5 (A515-43G)";"15""";"None";"None"
"MSI GE75 Raider 9SE";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ProBook 640 G2";"14""";"Integrated";"Thin (13""-14"")"
"DELL Inspiron 5390";"13""";"Integrated";"Thin (13""-14"")"
"DELL INSPIRON 3567";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GL62M 7REX";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo B50 10";"None";"Integrated";"None"
"DELL INSPIRON 5758";"None";"Integrated";"None"
"MSI GL73 8SC";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GE63 8RF Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS TUF Gaming FX505DU";"15""";"External GM";"Gamer GPU (15"">)"
"Acer SWIFT 7";"13""";"Integrated";"Thin (13""-14"")"
"DELL LATITUDE E5420";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo THINKPAD X240 Ultrabook";"<12""";"Integrated";"Mini (<12"")"
"Razer Blade 15 Base (2019)";"15""";"External GM";"Gamer GPU (15"">)"
"HP Envy 13-d100";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ROG GL753";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo THINKPAD T570";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GL63 8SE";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad Z5075";"15""";"None";"None"
"HP EliteBook 1050 G1";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GF72 8RE";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE ES1-521-26UW";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook 1040 G3";"14""";"Integrated";"Thin (13""-14"")"
"HP PAVILION Gaming 15-ak000";"15""";"External GM";"Gamer GPU (15"">)"
"HP 17-y000";"16"">";"None";"None"
"Lenovo ThinkPad P52s";"15""";"External Pro";"Prof. WS"
"HP Envy 15-k100";"15""";"External None";"None"
"Acer ASPIRE E5-571G-37BH";"15""";"None";"None"
"Lenovo ThinkPad L580";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL LATITUDE 5590";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Lenovo ThinkPad 13 Ultrabook";"13""";"Integrated";"Thin (13""-14"")"
"Panasonic TOUGHBOOK CF-52";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS ROG Zephyrus GM501";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 3581";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GL75 9SD";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ProBook 640 G3";"14""";"Integrated";"Thin (13""-14"")"
"ASUS FX570";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 5568";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer SPIN 5 (SP515-51GN)";"15""";"External GM";"Gamer GPU (15"">)"
"MSI Creator 15M A9SE";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GT62VR 7RE Dominator Pro";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo B71-80";"16"">";"None";"None"
"Lenovo THINKPAD X220";"<12""";"Integrated";"Mini (<12"")"
"DELL INSPIRON 5558";"None";"None";"None"
"Fujitsu LIFEBOOK S938";"13""";"Integrated";"Thin (13""-14"")"
"Panasonic TOUGHBOOK CF-20";"<12""";"Integrated";"Mini (<12"")"
"Alienware 17";"16"">";"External GM";"Gamer GPU (15"">)"
"HP Spectre 13-v000";"13""";"Integrated";"Thin (13""-14"")"
"Acer Extensa 2508-P4P3";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL Latitude 5591";"15""";"None";"None"
"MSI Creator 15M A9SD";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GL72 6QD";"16"">";"External GM";"Gamer GPU (15"">)"
"HP Star Wars Special Edition 15-an000";"15""";"None";"None"
"Acer ASPIRE E5-571G-59NB";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer SWIFT 3 (SF314-55G)";"14""";"External MS";"Thin (13""-14"")"
"MSI GF62 8RD";"15""";"External GM";"Gamer GPU (15"">)"
"HP PAVILION 15-bk100 x360";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL INSPIRON 5567";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL Vostro 5468";"14""";"External MS";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-32MQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE R7-372T-553E";"13""";"Integrated";"Thin (13""-14"")"
"HP OMEN 17-w200";"16"">";"External None";"None"
"Acer ASPIRE E5-571G-36MP";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"HP EliteBook 745 G6";"14""";"Integrated";"Thin (13""-14"")"
"ASUS X756UQ";"16"">";"None";"None"
"Lenovo ThinkPad X1 Yoga (3rd Gen)";"14""";"Integrated";"Thin (13""-14"")"
"MSI GT75 8RG Titan";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL LATITUDE 5289";"<12""";"Integrated";"Mini (<12"")"
"ASUS ROG GL504GM";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG GL704";"16"">";"External GM";"Gamer GPU (15"">)"
"HP EliteBook 850 G4";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL XPS 13 9365 2-in-1";"13""";"Integrated";"Thin (13""-14"")"
"ASUS FX502VM";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GE63 Raider RGB 9SF";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 5767";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS N551VW";"15""";"External GM";"Gamer GPU (15"">)"
"DELL XPS 13 9370";"13""";"Integrated";"Thin (13""-14"")"
"ASUS Zenbook 3 Deluxe UX490UAR";"14""";"Integrated";"Thin (13""-14"")"
"HP OMEN X 15-dg0000";"15""";"External GM";"Gamer GPU (15"">)"
"Apple MacBook Pro 13 with Retina display and Touch Bar Mid 2017";"13""";"Integrated";"Thin (13""-14"")"
"HP ProBook 640 G5";"14""";"Integrated";"Thin (13""-14"")"
"HP ProBook 450 G3";"15""";"None";"None"
"MSI GS73 8RE Stealth";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E1-532-29572G50Mn";"15""";"Integrated";"Integrated GPU (15"">)"
"ASUS ZENBOOK UX305UA";"13""";"Integrated";"Thin (13""-14"")"
"ASUS R541UJ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL Precision 7740";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer Predator 17X (GX-792)";"16"">";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad Yoga 3 11";"<12""";"Integrated";"Mini (<12"")"
"Microsoft Surface Book";"13""";"None";"Thin (13""-14"")"
"DELL LATITUDE 3590";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Alienware M15";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad 720s 13";"13""";"Integrated";"Thin (13""-14"")"
"MSI PS42 8RB";"14""";"External MS";"Thin (13""-14"")"
"MSI GL73 8RD";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL XPS 15";"15""";"None";"None"
"MSI GL63 9SC";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo B51-80";"15""";"None";"None"
"DELL XPS 13 9350";"13""";"Integrated";"Thin (13""-14"")"
"MSI GP73 8RE Leopard";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 3558";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo Flex 5 15";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL Latitude 3500";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS X751SV";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL INSPIRON 3565";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook 735 G6";"13""";"Integrated";"Thin (13""-14"")"
"Lenovo ThinkPad P52";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad Flex 2 Pro";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Panasonic TOUGHBOOK CF-33";"<12""";"Integrated";"Mini (<12"")"
"HP 17-p000";"16"">";"Integrated";"Integrated GPU (15"">)"
"ASUS K751";"16"">";"None";"None"
"MSI P65 Creator 9SD";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 3542";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL INSPIRON 7559";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GP65 Leopard 9SE";"15""";"External GM";"Gamer GPU (15"">)"
"HP PAVILION 17-ab200";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GS75 Stealth 9SG";"16"">";"External GM";"Gamer GPU (15"">)"
"DELL Vostro 3578";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GP63 8RE Leopard";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo Yoga C930";"13""";"Integrated";"Thin (13""-14"")"
"MSI GS75 Stealth 8SE";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-571G-539K";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer ASPIRE E5-573G-39NW";"15""";"None";"None"
"HP PAVILION 15-br000 x360";"15""";"None";"None"
"Lenovo THINKPAD L570";"15""";"Integrated";"Integrated GPU (15"">)"
"Panasonic TOUGHBOOK CF-19 10.4""";"<12""";"Integrated";"Mini (<12"")"
"HP 14-ck1000";"14""";"External MS";"Thin (13""-14"")"
"Acer Extensa EX2511";"15""";"Integrated";"Integrated GPU (15"">)"
"DELL INSPIRON 3576";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Alienware 15";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo IdeaPad Yoga 2 13";"13""";"Integrated";"Thin (13""-14"")"
"HP ZBook 15 G5";"15""";"External Pro";"Prof. WS"
"MSI GT63 Titan 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"Acer Swift 7 (SF714-52T)";"14""";"Integrated";"Thin (13""-14"")"
"MSI GE75 8SE Raider";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth Thin 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"DELL Latitude 7300";"13""";"Integrated";"Thin (13""-14"")"
"HP EliteBook 820 G4";"<12""";"Integrated";"Mini (<12"")"
"ASUS ROG Strix GL702VI";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GT75VR 7RF Titan Pro";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ROG SCAR II Edition GL764GW";"16"">";"External GM";"Gamer GPU (15"">)"
"HP ProBook 640 G4";"14""";"Integrated";"Thin (13""-14"")"
"ASUS X556UA";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI P75 Creator 9SD";"16"">";"External GM";"Gamer GPU (15"">)"
"HP EliteBook x360 830 G6";"13""";"Integrated";"Thin (13""-14"")"
"HP Envy 17-ce0000";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"Haier LightBook S314";"13""";"Integrated";"Thin (13""-14"")"
"HP 6510b";"14""";"Integrated";"Thin (13""-14"")"
"DELL PRECISION M7520";"15""";"External None";"None"
"ASUS X407UB";"14""";"External MS";"Thin (13""-14"")"
"Acer ASPIRE E5-521-42HT";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ZBook 15u G6";"15""";"External Pro";"Prof. WS"
"Lenovo IdeaPad 300 17";"16"">";"Integrated";"Integrated GPU (15"">)"
"Lenovo ThinkPad L480";"14""";"Integrated";"Thin (13""-14"")"
"MSI GF62 8RE";"15""";"External GM";"Gamer GPU (15"">)"
"DELL XPS 15 9550";"15""";"None";"None"
"HP EliteBook 735 G5";"13""";"Integrated";"Thin (13""-14"")"
"ASUS ZenBook 3 Deluxe UX490UA";"14""";"Integrated";"Thin (13""-14"")"
"ASUS Zenbook BX433FN";"14""";"External MS";"Thin (13""-14"")"
"Acer TravelMate P6 (TMP648-G3-M)";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo B51-30";"15""";"None";"None"
"MSI GE65 Raider 9SF";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG G501VW";"15""";"External None";"None"
"Lenovo Yoga 720 15";"15""";"None";"None"
"HP ZBook 15u G5";"15""";"External Pro";"Prof. WS"
"HP ProBook 650 G4";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook x360 1030 G4";"13""";"Integrated";"Thin (13""-14"")"
"HP ZBook 14u G5";"14""";"None";"Thin (13""-14"")"
"MSI GS65 Stealth 8SG";"15""";"External GM";"Gamer GPU (15"">)"
"DELL INSPIRON 5565";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI WT75 8SM";"16"">";"External Pro";"Prof. WS"
"Getac V110";"<12""";"Integrated";"Mini (<12"")"
"HP ZBook 15v G5";"15""";"External Pro";"Prof. WS"
"DELL INSPIRON 3558";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GE63VR 7RF Raider";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS ROG Zephyrus GX501GI";"15""";"External GM";"Gamer GPU (15"">)"
"Apple MacBook Early 2015";"<12""";"Integrated";"Mini (<12"")"
"Acer TravelMate P2 (TMP2410-G2-M)";"14""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573G-528S";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"Acer Nitro 5 Spin (NP515-51)";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE E5-772G-32DL";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS ROG Strix G731GU";"16"">";"None";"None"
"MSI GP73 8RD Leopard";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI GP65 Leopard 9SD";"15""";"External GM";"Gamer GPU (15"">)"
"ASUS K540LJ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"MSI GF63 Thin 9SC";"15""";"External GM";"Gamer GPU (15"">)"
"Alienware 15 R2";"15""";"External GM";"Gamer GPU (15"">)"
"Lenovo Yoga 900 13";"13""";"Integrated";"Thin (13""-14"")"
"Apple MacBook Pro 15 with Retina display Mid 2017";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"ASUS X555UF";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL LATITUDE 7414";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE 3 (A315-31)";"15""";"Integrated";"Integrated GPU (15"">)"
"HP ProBook 455 G5";"15""";"Integrated";"Integrated GPU (15"">)"
"MSI GT73EVR 7RE Titan";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS ROG GL502VT";"15""";"None";"None"
"MSI GT83VR 7RE Titan SLI";"16"">";"External GM";"Gamer GPU (15"">)"
"ASUS Zenbook UX310UF";"13""";"External MS";"Thin (13""-14"")"
"Lenovo V110 14 Intel";"14""";"Integrated";"Thin (13""-14"")"
"ASUS ROG G701VIK";"16"">";"External GM";"Gamer GPU (15"">)"
"MSI P65 Creator 9SG";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GT63 Titan 8RF";"15""";"External GM";"Gamer GPU (15"">)"
"Acer SPIN 5 (SP515-51N)";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo IdeaPad 510s 14";"14""";"None";"Thin (13""-14"")"
"Getac X500";"15""";"Integrated";"Integrated GPU (15"">)"
"Lenovo ThinkPad P51";"15""";"External None";"None"
"MSI GE63 8RE Raider RGB";"15""";"External GM";"Gamer GPU (15"">)"
"MSI GS65 Stealth 8SF";"15""";"External GM";"Gamer GPU (15"">)"
"Acer ASPIRE ES1-521-634P";"15""";"Integrated";"Integrated GPU (15"">)"
"HP EliteBook x360 1040 G6";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo THINKPAD X1 Yoga";"14""";"Integrated";"Thin (13""-14"")"
"Lenovo ThinkPad X380 Yoga";"13""";"Integrated";"Thin (13""-14"")"
"MSI GF75 THIN 9SC";"16"">";"External GM";"Gamer GPU (15"">)"
"Acer Predator 15 (G9-592)";"15""";"External GM";"Gamer GPU (15"">)"
"Acer TravelMate P2 (TMP2510-G2-M)";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer ASPIRE E5-571G-32BH";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
"DELL PRECISION 3530";"15""";"External Pro";"Prof. WS"
"Acer TravelMate P4 (TMP449-G3-M)";"14""";"Integrated";"Thin (13""-14"")"
"HP EliteBook 830 G6";"13""";"Integrated";"Thin (13""-14"")"
"Acer ASPIRE E5-573-C68M";"15""";"Integrated";"Integrated GPU (15"">)"
"Acer TravelMate P2 (TMP278-MG)";"16"">";"External MS";"Ex. Mainstream GPU (15"">)"
"HP ZBook 15u G3";"15""";"None";"None"
"Acer ASPIRE E5-573G-34JQ";"15""";"External MS";"Ex. Mainstream GPU (15"">)"
